处方类型,CV_ka,CV_V,样本量,试验编号,GMR (%),90% CI 低 (%),90% CI 高 (%),均值差 (log),SE,是否通过BE
普通处方,0.4,0.3,100,448,106.44,101.55,111.56,0.0624,0.0283,通过
普通处方,0.4,0.3,100,449,108.85,103.71,114.24,0.0848,0.0291,通过
普通处方,0.4,0.3,100,450,105.86,101.51,110.39,0.0569,0.0253,通过
普通处方,0.4,0.3,100,451,107.0,102.06,112.16,0.0676,0.0284,通过
普通处方,0.4,0.3,100,452,104.34,98.86,110.12,0.0424,0.0325,通过
普通处方,0.4,0.3,100,453,106.03,100.9,111.41,0.0585,0.0298,通过
普通处方,0.4,0.3,100,454,107.21,102.08,112.58,0.0696,0.0295,通过
普通处方,0.4,0.3,100,455,108.45,103.34,113.82,0.0811,0.0291,通过
普通处方,0.4,0.3,100,456,108.32,102.72,114.22,0.0799,0.0319,通过
普通处方,0.4,0.3,100,457,105.44,100.21,110.95,0.053,0.0307,通过
普通处方,0.4,0.3,100,458,101.63,96.83,106.67,0.0162,0.0291,通过
普通处方,0.4,0.3,100,459,104.94,99.34,110.87,0.0482,0.0331,通过
普通处方,0.4,0.3,100,460,103.18,98.0,108.63,0.0313,0.031,通过
普通处方,0.4,0.3,100,461,100.88,96.39,105.59,0.0088,0.0274,通过
普通处方,0.4,0.3,100,462,107.47,102.15,113.05,0.072,0.0305,通过
普通处方,0.4,0.3,100,463,106.1,100.94,111.53,0.0592,0.0301,通过
普通处方,0.4,0.3,100,464,103.68,98.76,108.84,0.0361,0.0293,通过
普通处方,0.4,0.3,100,465,101.27,96.43,106.35,0.0126,0.0295,通过
普通处方,0.4,0.3,100,466,104.86,100.3,109.62,0.0474,0.0268,通过
普通处方,0.4,0.3,100,467,102.91,97.89,108.18,0.0287,0.0301,通过
普通处方,0.4,0.3,100,468,106.76,101.53,112.25,0.0654,0.0302,通过
普通处方,0.4,0.3,100,469,104.3,99.3,109.55,0.0421,0.0296,通过
普通处方,0.4,0.3,100,470,101.08,97.07,105.26,0.0108,0.0244,通过
普通处方,0.4,0.3,100,471,103.64,98.48,109.07,0.0358,0.0307,通过
普通处方,0.4,0.3,100,472,107.59,102.12,113.34,0.0731,0.0314,通过
普通处方,0.4,0.3,100,473,100.78,95.94,105.86,0.0078,0.0296,通过
普通处方,0.4,0.3,100,474,106.67,101.43,112.19,0.0646,0.0304,通过
普通处方,0.4,0.3,100,475,103.35,98.32,108.63,0.0329,0.03,通过
普通处方,0.4,0.3,100,476,98.24,93.27,103.48,-0.0177,0.0313,通过
普通处方,0.4,0.3,100,477,100.57,95.86,105.52,0.0057,0.0289,通过
普通处方,0.4,0.3,100,478,104.85,99.36,110.63,0.0473,0.0324,通过
普通处方,0.4,0.3,100,479,105.87,100.68,111.33,0.0571,0.0303,通过
普通处方,0.4,0.3,100,480,102.71,97.79,107.87,0.0267,0.0296,通过
普通处方,0.4,0.3,100,481,102.21,97.55,107.09,0.0218,0.0281,通过
普通处方,0.4,0.3,100,482,101.8,97.01,106.83,0.0179,0.029,通过
普通处方,0.4,0.3,100,483,107.32,102.03,112.88,0.0706,0.0304,通过
普通处方,0.4,0.3,100,484,104.53,99.79,109.5,0.0443,0.028,通过
普通处方,0.4,0.3,100,485,101.15,96.35,106.2,0.0115,0.0293,通过
普通处方,0.4,0.3,100,486,106.43,101.58,111.52,0.0624,0.0281,通过
普通处方,0.4,0.3,100,487,104.48,99.72,109.46,0.0438,0.0281,通过
普通处方,0.4,0.3,100,488,104.21,99.07,109.62,0.0413,0.0305,通过
普通处方,0.4,0.3,100,489,103.15,98.03,108.52,0.031,0.0306,通过
普通处方,0.4,0.3,100,490,102.25,97.45,107.29,0.0222,0.029,通过
普通处方,0.4,0.3,100,491,101.9,97.14,106.9,0.0188,0.0289,通过
普通处方,0.4,0.3,100,492,101.25,96.36,106.38,0.0124,0.0298,通过
普通处方,0.4,0.3,100,493,101.33,96.89,105.97,0.0132,0.027,通过
普通处方,0.4,0.3,100,494,102.05,97.08,107.26,0.0202,0.03,通过
普通处方,0.4,0.3,100,495,107.99,103.56,112.61,0.0769,0.0252,通过
普通处方,0.4,0.3,100,496,105.61,101.03,110.41,0.0546,0.0267,通过
普通处方,0.4,0.3,100,497,105.68,100.71,110.9,0.0552,0.029,通过
普通处方,0.4,0.3,100,498,99.9,94.96,105.1,-0.001,0.0305,通过
普通处方,0.4,0.3,100,499,101.49,97.16,106.01,0.0148,0.0263,通过
普通处方,0.4,0.3,100,500,107.41,102.45,112.62,0.0715,0.0285,通过
普通处方,0.4,0.3,120,1,97.36,93.16,101.74,-0.0268,0.0266,通过
普通处方,0.4,0.3,120,2,101.04,96.09,106.25,0.0104,0.0303,通过
普通处方,0.4,0.3,120,3,101.83,97.69,106.14,0.0181,0.025,通过
普通处方,0.4,0.3,120,4,103.23,98.42,108.28,0.0318,0.0288,通过
普通处方,0.4,0.3,120,5,98.23,94.1,102.53,-0.0179,0.0259,通过
普通处方,0.4,0.3,120,6,104.9,100.44,109.55,0.0478,0.0262,通过
普通处方,0.4,0.3,120,7,105.61,100.98,110.45,0.0546,0.027,通过
普通处方,0.4,0.3,120,8,103.93,99.01,109.1,0.0386,0.0293,通过
普通处方,0.4,0.3,120,9,100.33,95.58,105.32,0.0033,0.0293,通过
普通处方,0.4,0.3,120,10,105.65,101.03,110.48,0.0549,0.027,通过
普通处方,0.4,0.3,120,11,105.15,100.29,110.26,0.0503,0.0286,通过
普通处方,0.4,0.3,120,12,104.42,100.08,108.94,0.0432,0.0256,通过
普通处方,0.4,0.3,120,13,105.07,100.49,109.85,0.0494,0.0269,通过
普通处方,0.4,0.3,120,14,102.38,98.06,106.9,0.0236,0.026,通过
普通处方,0.4,0.3,120,15,96.66,92.88,100.59,-0.034,0.024,通过
普通处方,0.4,0.3,120,16,105.64,101.62,109.83,0.0549,0.0234,通过
普通处方,0.4,0.3,120,17,107.53,102.78,112.5,0.0726,0.0272,通过
普通处方,0.4,0.3,120,18,102.6,97.61,107.84,0.0256,0.03,通过
普通处方,0.4,0.3,120,19,101.89,97.26,106.73,0.0187,0.028,通过
普通处方,0.4,0.3,120,20,105.7,100.96,110.66,0.0554,0.0277,通过
普通处方,0.4,0.3,120,21,103.28,98.39,108.41,0.0323,0.0292,通过
普通处方,0.4,0.3,120,22,100.19,96.38,104.14,0.0019,0.0233,通过
普通处方,0.4,0.3,120,23,104.99,100.18,110.03,0.0487,0.0283,通过
普通处方,0.4,0.3,120,24,102.37,97.02,108.0,0.0234,0.0323,通过
普通处方,0.4,0.3,120,25,102.32,97.55,107.31,0.0229,0.0287,通过
普通处方,0.4,0.3,120,26,103.57,98.65,108.72,0.035,0.0293,通过
普通处方,0.4,0.3,120,27,104.22,99.69,108.96,0.0413,0.0268,通过
普通处方,0.4,0.3,120,28,102.83,98.69,107.14,0.0279,0.0248,通过
普通处方,0.4,0.3,120,29,101.15,96.32,106.21,0.0114,0.0295,通过
普通处方,0.4,0.3,120,30,108.08,103.08,113.33,0.0777,0.0286,通过
普通处方,0.4,0.3,120,31,103.21,98.8,107.82,0.0316,0.0264,通过
普通处方,0.4,0.3,120,32,106.26,101.65,111.07,0.0607,0.0267,通过
普通处方,0.4,0.3,120,33,99.67,95.24,104.31,-0.0033,0.0274,通过
普通处方,0.4,0.3,120,34,109.46,104.69,114.45,0.0904,0.0269,通过
普通处方,0.4,0.3,120,35,102.68,98.3,107.26,0.0265,0.0263,通过
普通处方,0.4,0.3,120,36,98.91,94.81,103.19,-0.011,0.0256,通过
普通处方,0.4,0.3,120,37,104.98,100.35,109.83,0.0486,0.0272,通过
普通处方,0.4,0.3,120,38,103.29,98.84,107.94,0.0323,0.0266,通过
普通处方,0.4,0.3,120,39,99.24,95.01,103.65,-0.0076,0.0263,通过
普通处方,0.4,0.3,120,40,107.11,102.0,112.46,0.0687,0.0294,通过
普通处方,0.4,0.3,120,41,103.62,98.86,108.62,0.0356,0.0284,通过
普通处方,0.4,0.3,120,42,108.45,103.13,114.05,0.0812,0.0303,通过
普通处方,0.4,0.3,120,43,103.81,99.24,108.58,0.0374,0.0271,通过
普通处方,0.4,0.3,120,44,106.19,100.89,111.77,0.0601,0.0309,通过
普通处方,0.4,0.3,120,45,101.39,96.97,106.0,0.0138,0.0268,通过
普通处方,0.4,0.3,120,46,99.35,94.92,103.99,-0.0065,0.0275,通过
普通处方,0.4,0.3,120,47,109.26,104.62,114.11,0.0886,0.0262,通过
普通处方,0.4,0.3,120,48,102.26,97.44,107.31,0.0223,0.0291,通过
普通处方,0.4,0.3,120,49,102.52,98.04,107.2,0.0249,0.0269,通过
普通处方,0.4,0.3,120,50,105.25,100.36,110.37,0.0512,0.0287,通过
普通处方,0.4,0.3,120,51,103.92,99.46,108.59,0.0385,0.0265,通过
普通处方,0.4,0.3,120,52,103.51,98.61,108.66,0.0345,0.0293,通过
普通处方,0.4,0.3,120,53,101.84,97.5,106.37,0.0182,0.0263,通过
普通处方,0.4,0.3,120,54,102.61,97.86,107.59,0.0258,0.0286,通过
普通处方,0.4,0.3,120,55,113.31,108.85,117.96,0.125,0.0242,通过
普通处方,0.4,0.3,120,56,104.52,99.45,109.85,0.0442,0.03,通过
普通处方,0.4,0.3,120,57,102.47,98.06,107.08,0.0244,0.0265,通过
普通处方,0.4,0.3,120,58,107.3,102.95,111.84,0.0705,0.025,通过
普通处方,0.4,0.3,120,59,107.92,102.86,113.22,0.0762,0.0289,通过
普通处方,0.4,0.3,120,60,101.47,97.02,106.11,0.0146,0.027,通过
普通处方,0.4,0.3,120,61,104.96,100.66,109.45,0.0484,0.0252,通过
普通处方,0.4,0.3,120,62,105.87,100.96,111.02,0.057,0.0286,通过
普通处方,0.4,0.3,120,63,106.27,101.7,111.04,0.0608,0.0265,通过
普通处方,0.4,0.3,120,64,102.15,97.3,107.23,0.0212,0.0293,通过
普通处方,0.4,0.3,120,65,106.56,102.32,110.98,0.0635,0.0245,通过
普通处方,0.4,0.3,120,66,104.52,100.02,109.23,0.0442,0.0266,通过
普通处方,0.4,0.3,120,67,106.81,102.03,111.82,0.0659,0.0276,通过
普通处方,0.4,0.3,120,68,101.56,97.33,105.97,0.0155,0.0257,通过
普通处方,0.4,0.3,120,69,110.29,105.83,114.93,0.0979,0.0249,通过
普通处方,0.4,0.3,120,70,99.4,94.88,104.15,-0.006,0.0281,通过
普通处方,0.4,0.3,120,71,105.41,100.53,110.53,0.0527,0.0286,通过
普通处方,0.4,0.3,120,72,106.65,101.96,111.55,0.0643,0.0271,通过
普通处方,0.4,0.3,120,73,103.71,98.76,108.92,0.0365,0.0295,通过
普通处方,0.4,0.3,120,74,103.14,98.2,108.32,0.0309,0.0296,通过
普通处方,0.4,0.3,120,75,106.64,101.97,111.52,0.0643,0.027,通过
普通处方,0.4,0.3,120,76,107.74,102.87,112.84,0.0745,0.0279,通过
普通处方,0.4,0.3,120,77,102.59,97.84,107.57,0.0255,0.0286,通过
普通处方,0.4,0.3,120,78,99.24,95.01,103.65,-0.0077,0.0263,通过
普通处方,0.4,0.3,120,79,99.37,95.14,103.8,-0.0063,0.0263,通过
普通处方,0.4,0.3,120,80,102.56,98.07,107.26,0.0253,0.027,通过
普通处方,0.4,0.3,120,81,100.84,96.36,105.53,0.0084,0.0274,通过
普通处方,0.4,0.3,120,82,103.38,98.58,108.42,0.0333,0.0287,通过
普通处方,0.4,0.3,120,83,105.36,100.77,110.15,0.0522,0.0268,通过
普通处方,0.4,0.3,120,84,100.76,96.7,105.0,0.0076,0.0248,通过
普通处方,0.4,0.3,120,85,106.81,101.75,112.13,0.0659,0.0293,通过
普通处方,0.4,0.3,120,86,106.31,101.6,111.24,0.0612,0.0273,通过
普通处方,0.4,0.3,120,87,104.59,99.8,109.6,0.0448,0.0283,通过
普通处方,0.4,0.3,120,88,108.74,104.13,113.55,0.0838,0.0261,通过
普通处方,0.4,0.3,120,89,101.54,97.4,105.87,0.0153,0.0251,通过
普通处方,0.4,0.3,120,90,102.27,97.4,107.4,0.0225,0.0295,通过
普通处方,0.4,0.3,120,91,102.56,97.79,107.57,0.0253,0.0288,通过
普通处方,0.4,0.3,120,92,105.83,100.85,111.05,0.0566,0.0291,通过
普通处方,0.4,0.3,120,93,105.36,100.98,109.92,0.0522,0.0256,通过
普通处方,0.4,0.3,120,94,103.31,99.05,107.75,0.0325,0.0254,通过
普通处方,0.4,0.3,120,95,101.3,96.93,105.87,0.0129,0.0266,通过
普通处方,0.4,0.3,120,96,101.73,97.5,106.16,0.0172,0.0257,通过
普通处方,0.4,0.3,120,97,102.62,98.5,106.91,0.0259,0.0247,通过
普通处方,0.4,0.3,120,98,105.15,100.43,110.1,0.0502,0.0277,通过
普通处方,0.4,0.3,120,99,107.34,102.35,112.57,0.0708,0.0287,通过
普通处方,0.4,0.3,120,100,104.05,99.05,109.3,0.0397,0.0297,通过
普通处方,0.4,0.3,120,101,106.37,101.84,111.11,0.0618,0.0263,通过
普通处方,0.4,0.3,120,102,103.18,98.75,107.81,0.0313,0.0265,通过
普通处方,0.4,0.3,120,103,100.33,96.73,104.06,0.0033,0.022,通过
普通处方,0.4,0.3,120,104,107.22,102.67,111.98,0.0698,0.0262,通过
普通处方,0.4,0.3,120,105,105.75,100.84,110.9,0.0559,0.0287,通过
普通处方,0.4,0.3,120,106,99.97,95.89,104.21,-0.0003,0.0251,通过
普通处方,0.4,0.3,120,107,104.88,100.19,109.79,0.0476,0.0276,通过
普通处方,0.4,0.3,120,108,102.49,97.69,107.53,0.0246,0.0289,通过
普通处方,0.4,0.3,120,109,101.6,97.76,105.58,0.0158,0.0232,通过
普通处方,0.4,0.3,120,110,101.39,96.49,106.54,0.0138,0.0299,通过
普通处方,0.4,0.3,120,111,106.38,101.62,111.35,0.0618,0.0276,通过
普通处方,0.4,0.3,120,112,103.31,98.71,108.13,0.0326,0.0275,通过
普通处方,0.4,0.3,120,113,101.74,97.41,106.26,0.0172,0.0262,通过
普通处方,0.4,0.3,120,114,104.2,99.58,109.04,0.0412,0.0274,通过
普通处方,0.4,0.3,120,115,108.15,103.46,113.05,0.0783,0.0268,通过
普通处方,0.4,0.3,120,116,105.99,101.25,110.96,0.0582,0.0276,通过
普通处方,0.4,0.3,120,117,104.77,100.63,109.09,0.0466,0.0243,通过
普通处方,0.4,0.3,120,118,101.61,97.47,105.93,0.016,0.0251,通过
普通处方,0.4,0.3,120,119,105.97,101.73,110.37,0.0579,0.0246,通过
普通处方,0.4,0.3,120,120,103.44,98.93,108.16,0.0339,0.0269,通过
普通处方,0.4,0.3,120,121,111.23,106.45,116.22,0.1064,0.0265,通过
普通处方,0.4,0.3,120,122,102.48,97.91,107.26,0.0245,0.0275,通过
普通处方,0.4,0.3,120,123,100.25,95.78,104.94,0.0025,0.0275,通过
普通处方,0.4,0.3,120,124,108.89,104.27,113.72,0.0852,0.0262,通过
普通处方,0.4,0.3,120,125,106.26,101.61,111.11,0.0607,0.0269,通过
普通处方,0.4,0.3,120,126,97.18,92.25,102.36,-0.0287,0.0314,通过
普通处方,0.4,0.3,120,127,103.01,98.46,107.78,0.0297,0.0273,通过
普通处方,0.4,0.3,120,128,107.61,103.22,112.18,0.0733,0.0251,通过
普通处方,0.4,0.3,120,129,102.73,98.2,107.46,0.0269,0.0272,通过
普通处方,0.4,0.3,120,130,104.48,99.74,109.44,0.0438,0.028,通过
普通处方,0.4,0.3,120,131,108.25,103.54,113.17,0.0792,0.0268,通过
普通处方,0.4,0.3,120,132,108.07,103.56,112.77,0.0776,0.0257,通过
普通处方,0.4,0.3,120,133,104.87,100.05,109.94,0.0476,0.0284,通过
普通处方,0.4,0.3,120,134,104.97,100.19,109.98,0.0485,0.0281,通过
普通处方,0.4,0.3,120,135,107.65,102.92,112.61,0.0738,0.0272,通过
普通处方,0.4,0.3,120,136,102.3,98.03,106.77,0.0228,0.0258,通过
普通处方,0.4,0.3,120,137,105.53,100.97,110.29,0.0538,0.0266,通过
普通处方,0.4,0.3,120,138,105.11,100.26,110.2,0.0499,0.0285,通过
普通处方,0.4,0.3,120,139,99.03,95.05,103.17,-0.0098,0.0247,通过
普通处方,0.4,0.3,120,140,102.33,97.76,107.11,0.023,0.0275,通过
普通处方,0.4,0.3,120,141,100.58,96.0,105.37,0.0057,0.0281,通过
普通处方,0.4,0.3,120,142,105.99,101.18,111.03,0.0582,0.028,通过
普通处方,0.4,0.3,120,143,105.32,100.85,109.99,0.0519,0.0262,通过
普通处方,0.4,0.3,120,144,104.8,100.25,109.56,0.0469,0.0268,通过
普通处方,0.4,0.3,120,145,100.03,95.81,104.43,0.0003,0.026,通过
普通处方,0.4,0.3,120,146,98.42,94.11,102.92,-0.0159,0.027,通过
普通处方,0.4,0.3,120,147,107.42,102.65,112.42,0.0716,0.0274,通过
普通处方,0.4,0.3,120,148,110.25,105.15,115.61,0.0976,0.0286,通过
普通处方,0.4,0.3,120,149,107.62,101.96,113.59,0.0734,0.0326,通过
普通处方,0.4,0.3,120,150,106.57,101.79,111.59,0.0637,0.0277,通过
普通处方,0.4,0.3,120,151,107.83,102.79,113.11,0.0754,0.0288,通过
普通处方,0.4,0.3,120,152,104.89,100.23,109.76,0.0477,0.0274,通过
普通处方,0.4,0.3,120,153,101.92,97.2,106.88,0.0191,0.0287,通过
普通处方,0.4,0.3,120,154,103.24,98.61,108.09,0.0319,0.0277,通过
普通处方,0.4,0.3,120,155,105.35,100.78,110.13,0.0522,0.0267,通过
普通处方,0.4,0.3,120,156,98.26,93.78,102.95,-0.0175,0.0281,通过
普通处方,0.4,0.3,120,157,106.06,101.26,111.09,0.0589,0.0279,通过
普通处方,0.4,0.3,120,158,106.52,101.58,111.69,0.0632,0.0286,通过
普通处方,0.4,0.3,120,159,102.52,98.24,106.98,0.0249,0.0257,通过
普通处方,0.4,0.3,120,160,105.45,101.04,110.06,0.0531,0.0258,通过
普通处方,0.4,0.3,120,161,103.69,99.15,108.45,0.0363,0.027,通过
普通处方,0.4,0.3,120,162,104.14,99.05,109.5,0.0406,0.0303,通过
普通处方,0.4,0.3,120,163,105.76,101.08,110.65,0.056,0.0273,通过
普通处方,0.4,0.3,120,164,106.64,101.93,111.58,0.0643,0.0273,通过
普通处方,0.4,0.3,120,165,102.19,97.52,107.08,0.0217,0.0282,通过
普通处方,0.4,0.3,120,166,107.32,103.01,111.81,0.0706,0.0247,通过
普通处方,0.4,0.3,120,167,104.36,100.04,108.87,0.0427,0.0255,通过
普通处方,0.4,0.3,120,168,108.36,103.73,113.2,0.0803,0.0264,通过
普通处方,0.4,0.3,120,169,105.57,100.5,110.9,0.0542,0.0297,通过
普通处方,0.4,0.3,120,170,108.82,103.65,114.25,0.0845,0.0294,通过
普通处方,0.4,0.3,120,171,106.72,102.13,111.52,0.0651,0.0265,通过
普通处方,0.4,0.3,120,172,102.53,97.75,107.54,0.025,0.0288,通过
普通处方,0.4,0.3,120,173,105.21,100.61,110.02,0.0508,0.027,通过
普通处方,0.4,0.3,120,174,101.29,96.25,106.59,0.0128,0.0308,通过
普通处方,0.4,0.3,120,175,104.98,100.34,109.82,0.0486,0.0272,通过
普通处方,0.4,0.3,120,176,107.15,101.98,112.59,0.0691,0.0299,通过
普通处方,0.4,0.3,120,177,98.92,94.69,103.34,-0.0109,0.0264,通过
普通处方,0.4,0.3,120,178,102.3,97.43,107.41,0.0227,0.0294,通过
普通处方,0.4,0.3,120,179,102.98,97.99,108.21,0.0293,0.0299,通过
普通处方,0.4,0.3,120,180,104.1,100.13,108.23,0.0402,0.0234,通过
普通处方,0.4,0.3,120,181,105.45,100.78,110.34,0.0531,0.0273,通过
普通处方,0.4,0.3,120,182,107.68,103.06,112.51,0.074,0.0264,通过
普通处方,0.4,0.3,120,183,102.71,98.43,107.17,0.0267,0.0257,通过
普通处方,0.4,0.3,120,184,102.42,97.86,107.18,0.0239,0.0274,通过
普通处方,0.4,0.3,120,185,112.42,107.11,118.01,0.1171,0.0292,通过
普通处方,0.4,0.3,120,186,104.66,100.31,109.19,0.0455,0.0256,通过
普通处方,0.4,0.3,120,187,105.15,100.45,110.06,0.0502,0.0275,通过
普通处方,0.4,0.3,120,188,109.54,104.56,114.75,0.0911,0.0281,通过
普通处方,0.4,0.3,120,189,105.06,100.32,110.02,0.0494,0.0278,通过
普通处方,0.4,0.3,120,190,96.92,92.1,101.98,-0.0313,0.0307,通过
普通处方,0.4,0.3,120,191,106.65,102.57,110.89,0.0644,0.0235,通过
普通处方,0.4,0.3,120,192,101.53,97.32,105.92,0.0151,0.0255,通过
普通处方,0.4,0.3,120,193,105.21,100.62,110.01,0.0508,0.0269,通过
普通处方,0.4,0.3,120,194,103.03,98.36,107.92,0.0299,0.028,通过
普通处方,0.4,0.3,120,195,108.03,103.35,112.92,0.0772,0.0267,通过
普通处方,0.4,0.3,120,196,106.53,101.69,111.6,0.0633,0.028,通过
普通处方,0.4,0.3,120,197,103.85,99.12,108.8,0.0377,0.0281,通过
普通处方,0.4,0.3,120,198,105.78,100.66,111.17,0.0562,0.03,通过
普通处方,0.4,0.3,120,199,106.68,102.02,111.57,0.0647,0.027,通过
普通处方,0.4,0.3,120,200,105.94,101.39,110.68,0.0577,0.0264,通过
普通处方,0.4,0.3,120,201,106.59,101.79,111.62,0.0638,0.0278,通过
普通处方,0.4,0.3,120,202,106.62,101.8,111.66,0.0641,0.0279,通过
普通处方,0.4,0.3,120,203,106.5,102.07,111.12,0.063,0.0256,通过
普通处方,0.4,0.3,120,204,104.64,99.81,109.71,0.0454,0.0285,通过
普通处方,0.4,0.3,120,205,105.66,100.86,110.7,0.0551,0.0281,通过
普通处方,0.4,0.3,120,206,104.55,100.31,108.96,0.0445,0.025,通过
普通处方,0.4,0.3,120,207,103.82,99.23,108.62,0.0375,0.0273,通过
普通处方,0.4,0.3,120,208,105.02,100.29,109.97,0.049,0.0278,通过
普通处方,0.4,0.3,120,209,101.07,96.55,105.8,0.0106,0.0276,通过
普通处方,0.4,0.3,120,210,105.35,100.52,110.41,0.0521,0.0283,通过
普通处方,0.4,0.3,120,211,102.28,98.45,106.25,0.0225,0.023,通过
普通处方,0.4,0.3,120,212,101.96,97.38,106.76,0.0194,0.0278,通过
普通处方,0.4,0.3,120,213,107.08,102.27,112.11,0.0684,0.0277,通过
普通处方,0.4,0.3,120,214,107.56,102.55,112.82,0.0729,0.0288,通过
普通处方,0.4,0.3,120,215,103.38,99.0,107.96,0.0333,0.0261,通过
普通处方,0.4,0.3,120,216,104.1,99.62,108.78,0.0402,0.0265,通过
普通处方,0.4,0.3,120,217,102.23,97.82,106.85,0.0221,0.0266,通过
普通处方,0.4,0.3,120,218,107.14,102.71,111.77,0.069,0.0255,通过
普通处方,0.4,0.3,120,219,107.24,102.18,112.55,0.0699,0.0292,通过
普通处方,0.4,0.3,120,220,107.48,102.99,112.16,0.0721,0.0257,通过
普通处方,0.4,0.3,120,221,96.58,92.62,100.71,-0.0348,0.0252,通过
普通处方,0.4,0.3,120,222,99.91,95.16,104.9,-0.0009,0.0294,通过
普通处方,0.4,0.3,120,223,103.48,99.26,107.87,0.0342,0.0251,通过
普通处方,0.4,0.3,120,224,103.01,98.48,107.74,0.0296,0.0271,通过
普通处方,0.4,0.3,120,225,100.75,97.09,104.55,0.0075,0.0223,通过
普通处方,0.4,0.3,120,226,109.75,104.66,115.1,0.0931,0.0287,通过
普通处方,0.4,0.3,120,227,102.13,97.55,106.92,0.0211,0.0277,通过
普通处方,0.4,0.3,120,228,100.23,95.79,104.88,0.0023,0.0273,通过
普通处方,0.4,0.3,120,229,108.24,103.28,113.44,0.0792,0.0283,通过
普通处方,0.4,0.3,120,230,104.89,100.1,109.91,0.0477,0.0282,通过
普通处方,0.4,0.3,120,231,103.08,98.51,107.86,0.0303,0.0273,通过
普通处方,0.4,0.3,120,232,107.17,102.62,111.92,0.0692,0.0262,通过
普通处方,0.4,0.3,120,233,100.42,95.67,105.4,0.0042,0.0292,通过
普通处方,0.4,0.3,120,234,104.18,99.19,109.42,0.0409,0.0296,通过
普通处方,0.4,0.3,120,235,102.0,97.6,106.61,0.0199,0.0267,通过
普通处方,0.4,0.3,120,236,103.88,99.59,108.36,0.0381,0.0254,通过
普通处方,0.4,0.3,120,237,103.2,99.08,107.49,0.0315,0.0246,通过
普通处方,0.4,0.3,120,238,104.27,99.4,109.38,0.0418,0.0288,通过
普通处方,0.4,0.3,120,239,104.35,99.32,109.63,0.0426,0.0298,通过
普通处方,0.4,0.3,120,240,100.37,96.18,104.75,0.0037,0.0257,通过
普通处方,0.4,0.3,120,241,102.83,98.42,107.43,0.0279,0.0264,通过
普通处方,0.4,0.3,120,242,102.22,97.71,106.95,0.022,0.0273,通过
普通处方,0.4,0.3,120,243,105.9,100.93,111.12,0.0573,0.029,通过
普通处方,0.4,0.3,120,244,105.33,100.57,110.32,0.0519,0.0279,通过
普通处方,0.4,0.3,120,245,102.83,98.31,107.56,0.0279,0.0271,通过
普通处方,0.4,0.3,120,246,106.03,100.85,111.47,0.0585,0.0302,通过
普通处方,0.4,0.3,120,247,100.5,95.89,105.33,0.0049,0.0283,通过
普通处方,0.4,0.3,120,248,107.44,102.63,112.48,0.0718,0.0276,通过
普通处方,0.4,0.3,120,249,105.28,100.09,110.75,0.0515,0.0305,通过
普通处方,0.4,0.3,120,250,108.42,103.43,113.64,0.0808,0.0284,通过
普通处方,0.4,0.3,120,251,102.45,98.06,107.03,0.0242,0.0264,通过
普通处方,0.4,0.3,120,252,103.11,98.16,108.3,0.0306,0.0296,通过
